,label,url,brand,name,skin_tone,skin_type,price,image
0,foundation,https://www.sephora.com/product/ilia-super-serum-skin-tint-spf-40-P455418?skuId=2333698&icid2=products grid:p455418:product,ilia,super serum skin tint spf 40 skincare foundation,very light,normal,$48.00,https://www.sephora.com/productimages/sku/s2333698-main-zoom.jpg?imwidth=612
1,foundation,https://www.sephora.com/product/ilia-super-serum-skin-tint-spf-40-P455418?skuId=2333664,ilia,super serum skin tint spf 40 skincare foundation,light,normal,$48.00,https://www.sephora.com/productimages/sku/s2333664-main-zoom.jpg?imwidth=612
2,foundation,https://www.sephora.com/product/ilia-super-serum-skin-tint-spf-40-P455418?skuId=2333607,ilia,super serum skin tint spf 40 skincare foundation,medium,normal,$48.00,https://www.sephora.com/productimages/sku/s2333607-main-zoom.jpg?imwidth=612
3,foundation,https://www.sephora.com/product/ilia-super-serum-skin-tint-spf-40-P455418?skuId=2428795,ilia,super serum skin tint spf 40 skincare foundation,medium deep,normal,$48.00,https://www.sephora.com/productimages/sku/s2428795-main-zoom.jpg?imwidth=612
4,foundation,https://www.sephora.com/product/ilia-super-serum-skin-tint-spf-40-P455418?skuId=2333565,ilia,super serum skin tint spf 40 skincare foundation,deep,normal,$48.00,https://www.sephora.com/productimages/sku/s2333565-main-zoom.jpg?imwidth=612
5,foundation,https://www.sephora.com/product/ilia-super-serum-skin-tint-spf-40-P455418?skuId=2428852,ilia,super serum skin tint spf 40 skincare foundation,extra deep,normal,$48.00,https://www.sephora.com/productimages/sku/s2428852-main-zoom.jpg?imwidth=612
6,foundation,https://www.sephora.com/product/triclone-skin-tech-medium-coverage-foundation-with-fermented-arnica-P502185?skuId=2597490,haus labs by lady gaga,triclone skin tech medium coverage foundation with fermented arnica,very light,normal,$45.00,https://www.sephora.com/productimages/sku/s2597490-main-zoom.jpg?imwidth=612
7,foundation,https://www.sephora.com/product/triclone-skin-tech-medium-coverage-foundation-with-fermented-arnica-P502185?skuId=2597433,haus labs by lady gaga,triclone skin tech medium coverage foundation with fermented arnica,light,normal,$45.00,https://www.sephora.com/productimages/sku/s2597433-main-zoom.jpg?imwidth=612
8,foundation,https://www.sephora.com/product/triclone-skin-tech-medium-coverage-foundation-with-fermented-arnica-P502185?skuId=2597276,haus labs by lady gaga,triclone skin tech medium coverage foundation with fermented arnica,medium,normal,$45.00,https://www.sephora.com/productimages/sku/s2597276-main-zoom.jpg?imwidth=612
9,foundation,https://www.sephora.com/product/triclone-skin-tech-medium-coverage-foundation-with-fermented-arnica-P502185?skuId=2597201,haus labs by lady gaga,triclone skin tech medium coverage foundation with fermented arnica,medium deep,normal,$45.00,https://www.sephora.com/productimages/sku/s2597201-main-zoom.jpg?imwidth=612
10,foundation,https://www.sephora.com/product/triclone-skin-tech-medium-coverage-foundation-with-fermented-arnica-P502185?skuId=2597102,haus labs by lady gaga,triclone skin tech medium coverage foundation with fermented arnica,deep,normal,$45.00,https://www.sephora.com/productimages/sku/s2597102-main-zoom.jpg?imwidth=612
11,foundation,https://www.sephora.com/product/triclone-skin-tech-medium-coverage-foundation-with-fermented-arnica-P502185?skuId=2597037,haus labs by lady gaga,triclone skin tech medium coverage foundation with fermented arnica,extra deep,normal,$45.00,https://www.sephora.com/productimages/sku/s2597037-main-zoom.jpg?imwidth=612
12,foundation,https://www.sephora.com/product/reveal-real-soft-radiant-skin-tint-P511752?skuId=2760593,sephora,reveal the real 12hr soft radiant skin tint,very light,"normal, dry, combination, and oily ",$22.00,https://www.sephora.com/productimages/sku/s2760593-main-zoom.jpg?imwidth=612
13,foundation,https://www.sephora.com/product/reveal-real-soft-radiant-skin-tint-P511752?skuId=2760635,sephora,reveal the real 12hr soft radiant skin tint,light,"normal, dry, combination, and oily ",$22.00,https://www.sephora.com/productimages/sku/s2760635-main-zoom.jpg?imwidth=612
14,foundation,https://www.sephora.com/product/reveal-real-soft-radiant-skin-tint-P511752?skuId=2760676,sephora,reveal the real 12hr soft radiant skin tint,medium,"normal, dry, combination, and oily ",$22.00,https://www.sephora.com/productimages/sku/s2760676-main-zoom.jpg?imwidth=612
15,foundation,https://www.sephora.com/product/reveal-real-soft-radiant-skin-tint-P511752?skuId=2760718,sephora,reveal the real 12hr soft radiant skin tint,medium deep,"normal, dry, combination, and oily ",$22.00,https://www.sephora.com/productimages/sku/s2760718-main-zoom.jpg?imwidth=612
16,foundation,https://www.sephora.com/product/reveal-real-soft-radiant-skin-tint-P511752?skuId=2760767,sephora,reveal the real 12hr soft radiant skin tint,deep,"normal, dry, combination, and oily ",$22.00,https://www.sephora.com/productimages/sku/s2760767-main-zoom.jpg?imwidth=612
17,foundation,https://www.sephora.com/product/reveal-real-soft-radiant-skin-tint-P511752?skuId=2760783,sephora,reveal the real 12hr soft radiant skin tint,extra deep,"normal, dry, combination, and oily ",$22.00,https://www.sephora.com/productimages/sku/s2760783-main-zoom.jpg?imwidth=612
18,foundation,https://www.sephora.com/product/charlotte-tilbury-unreal-skin-sheer-glow-tint-hydrating-foundation-stick-P511699?skuId=2765667,charlotte tilbury,unreal skin sheer glow tint hydrating foundation stick,very light,normal,$46.00,https://www.sephora.com/productimages/sku/s2765667-main-zoom.jpg?imwidth=612
19,foundation,https://www.sephora.com/product/charlotte-tilbury-unreal-skin-sheer-glow-tint-hydrating-foundation-stick-P511699?skuId=2765683,charlotte tilbury,unreal skin sheer glow tint hydrating foundation stick,light,normal,$46.00,https://www.sephora.com/productimages/sku/s2765683-main-zoom.jpg?imwidth=612
20,foundation,https://www.sephora.com/product/charlotte-tilbury-unreal-skin-sheer-glow-tint-hydrating-foundation-stick-P511699?skuId=2765717,charlotte tilbury,unreal skin sheer glow tint hydrating foundation stick,medium,normal,$46.00,https://www.sephora.com/productimages/sku/s2765717-main-zoom.jpg?imwidth=612
21,foundation,https://www.sephora.com/product/charlotte-tilbury-unreal-skin-sheer-glow-tint-hydrating-foundation-stick-P511699?skuId=2765758,charlotte tilbury,unreal skin sheer glow tint hydrating foundation stick,medium deep,normal,$46.00,https://www.sephora.com/productimages/sku/s2765758-main-zoom.jpg?imwidth=612
22,foundation,https://www.sephora.com/product/charlotte-tilbury-unreal-skin-sheer-glow-tint-hydrating-foundation-stick-P511699?skuId=2765790,charlotte tilbury,unreal skin sheer glow tint hydrating foundation stick,deep,normal,$46.00,https://www.sephora.com/productimages/sku/s2765790-main-zoom.jpg?imwidth=612
23,foundation,https://www.sephora.com/product/charlotte-tilbury-unreal-skin-sheer-glow-tint-hydrating-foundation-stick-P511699?skuId=2765857,charlotte tilbury,unreal skin sheer glow tint hydrating foundation stick,extra deep,normal,$46.00,https://www.sephora.com/productimages/sku/s2765857-main-zoom.jpg?imwidth=612
24,foundation,https://www.sephora.com/product/luminous-silk-foundation-P393401?skuId=1359553,armani beauty,luminous silk perfect glow flawless oil-free foundation,very light,normal,$69.00,https://www.sephora.com/productimages/sku/s1359553-main-zoom.jpg?imwidth=612
25,foundation,https://www.sephora.com/product/luminous-silk-foundation-P393401?skuId=1359538,armani beauty,luminous silk perfect glow flawless oil-free foundation,light,normal,$69.00,https://www.sephora.com/productimages/sku/s1359538-main-zoom.jpg?imwidth=612
26,foundation,https://www.sephora.com/product/luminous-silk-foundation-P393401?skuId=2340891,armani beauty,luminous silk perfect glow flawless oil-free foundation,medium,normal,$69.00,https://www.sephora.com/productimages/sku/s2340891-main-zoom.jpg?imwidth=612
27,foundation,https://www.sephora.com/product/luminous-silk-foundation-P393401?skuId=1359678,armani beauty,luminous silk perfect glow flawless oil-free foundation,medium deep,normal,$69.00,https://www.sephora.com/productimages/sku/s1359678-main-zoom.jpg?imwidth=612
28,foundation,https://www.sephora.com/product/luminous-silk-foundation-P393401?skuId=1359702,armani beauty,luminous silk perfect glow flawless oil-free foundation,deep,normal,$69.00,https://www.sephora.com/productimages/sku/s1359702-main-zoom.jpg?imwidth=612
29,foundation,https://www.sephora.com/product/luminous-silk-foundation-P393401?skuId=2079200,armani beauty,luminous silk perfect glow flawless oil-free foundation,extra deep,normal,$69.00,https://www.sephora.com/productimages/sku/s2079200-main-zoom.jpg?imwidth=612
30,foundation,https://www.sephora.com/product/hollywood-flawless-filter-P434104?skuId=2116010,charlotte tilbury,hollywood flawless filter,very light,normal,$49.00,https://www.sephora.com/productimages/sku/s2116010-main-zoom.jpg?imwidth=612
31,foundation,https://www.sephora.com/product/hollywood-flawless-filter-P434104?skuId=2419786,charlotte tilbury,hollywood flawless filter,light,normal,$49.00,https://www.sephora.com/productimages/sku/s2419786-main-zoom.jpg?imwidth=612
32,foundation,https://www.sephora.com/product/hollywood-flawless-filter-P434104?skuId=2419794,charlotte tilbury,hollywood flawless filter,medium,normal,$49.00,https://www.sephora.com/productimages/sku/s2419794-main-zoom.jpg?imwidth=612
33,foundation,https://www.sephora.com/product/hollywood-flawless-filter-P434104?skuId=2419802,charlotte tilbury,hollywood flawless filter,medium deep,normal,$49.00,https://www.sephora.com/productimages/sku/s2419802-main-zoom.jpg?imwidth=612
34,foundation,https://www.sephora.com/product/hollywood-flawless-filter-P434104?skuId=2419810,charlotte tilbury,hollywood flawless filter,deep,normal,$49.00,https://www.sephora.com/productimages/sku/s2419810-main-zoom.jpg?imwidth=612
35,foundation,https://www.sephora.com/product/hollywood-flawless-filter-P434104?skuId=2419828,charlotte tilbury,hollywood flawless filter,extra deep,normal,$49.00,https://www.sephora.com/productimages/sku/s2419828-main-zoom.jpg?imwidth=612
36,foundation,https://www.sephora.com/product/dior-forever-skin-perfect-24h-multi-use-foundation-P512480?skuId=2789105&icid2=products%20grid:p512480:product,dior,forever skin perfect 24h multi-use foundation stick,very light,normal,$52.00,https://www.sephora.com/productimages/sku/s2789105-main-zoom.jpg?imwidth=612
37,foundation,https://www.sephora.com/product/dior-forever-skin-perfect-24h-multi-use-foundation-P512480?skuId=2789121,dior,forever skin perfect 24h multi-use foundation stick,light,normal,$52.00,https://www.sephora.com/productimages/sku/s2789121-main-zoom.jpg?imwidth=612
38,foundation,https://www.sephora.com/product/dior-forever-skin-perfect-24h-multi-use-foundation-P512480?skuId=2789212,dior,forever skin perfect 24h multi-use foundation stick,medium,normal,$52.00,https://www.sephora.com/productimages/sku/s2789212-main-zoom.jpg?imwidth=612
39,foundation,https://www.sephora.com/product/dior-forever-skin-perfect-24h-multi-use-foundation-P512480?skuId=2789238,dior,forever skin perfect 24h multi-use foundation stick,medium deep,normal,$52.00,https://www.sephora.com/productimages/sku/s2789238-main-zoom.jpg?imwidth=612
40,foundation,https://www.sephora.com/product/dior-forever-skin-perfect-24h-multi-use-foundation-P512480?skuId=2789253,dior,forever skin perfect 24h multi-use foundation stick,deep,normal,$52.00,https://www.sephora.com/productimages/sku/s2789253-main-zoom.jpg?imwidth=612
41,foundation,https://www.sephora.com/product/dior-forever-skin-perfect-24h-multi-use-foundation-P512480?skuId=2789279,dior,forever skin perfect 24h multi-use foundation stick,extra deep,normal,$52.00,https://www.sephora.com/productimages/sku/s2789279-main-zoom.jpg?imwidth=612
42,foundation,https://www.sephora.com/product/makeup-by-mario-surreal-foundation-P503679?skuId=2620235,makeup by mario,surrealskin™ liquid foundation,very light,normal,$42.00,https://www.sephora.com/productimages/sku/s2620235-main-zoom.jpg?imwidth=612
43,foundation,https://www.sephora.com/product/makeup-by-mario-surreal-foundation-P503679?skuId=2620268,makeup by mario,surrealskin™ liquid foundation,light,normal,$42.00,https://www.sephora.com/productimages/sku/s2620268-main-zoom.jpg?imwidth=612
44,foundation,https://www.sephora.com/product/makeup-by-mario-surreal-foundation-P503679?skuId=2620359,makeup by mario,surrealskin™ liquid foundation,medium,normal,$42.00,https://www.sephora.com/productimages/sku/s2620359-main-zoom.jpg?imwidth=612
45,foundation,https://www.sephora.com/product/makeup-by-mario-surreal-foundation-P503679?skuId=2620425,makeup by mario,surrealskin™ liquid foundation,medium deep,normal,$42.00,https://www.sephora.com/productimages/sku/s2620425-main-zoom.jpg?imwidth=612
46,foundation,https://www.sephora.com/product/makeup-by-mario-surreal-foundation-P503679?skuId=2620482,makeup by mario,surrealskin™ liquid foundation,deep,normal,$42.00,https://www.sephora.com/productimages/sku/s2620482-main-zoom.jpg?imwidth=612
47,foundation,https://www.sephora.com/product/makeup-by-mario-surreal-foundation-P503679?skuId=2620482,makeup by mario,surrealskin™ liquid foundation,extra deep,normal,$42.00,https://www.sephora.com/productimages/sku/s2620482-main-zoom.jpg?imwidth=612
48,foundation,https://www.sephora.com/product/nars-light-reflecting-advance-skincare-foundation-P479338?skuId=2514743,nars,light reflecting advanced skincare foundation,very light,normal,$52.00,https://www.sephora.com/productimages/sku/s2514743-main-zoom.jpg?imwidth=612
49,foundation,https://www.sephora.com/product/nars-light-reflecting-advance-skincare-foundation-P479338?skuId=2514719,nars,light reflecting advanced skincare foundation,light,normal,$52.00,https://www.sephora.com/productimages/sku/s2514719-main-zoom.jpg?imwidth=612
50,foundation,https://www.sephora.com/product/nars-light-reflecting-advance-skincare-foundation-P479338?skuId=2514628,nars,light reflecting advanced skincare foundation,medium,normal,$52.00,https://www.sephora.com/productimages/sku/s2514628-main-zoom.jpg?imwidth=612
51,foundation,https://www.sephora.com/product/nars-light-reflecting-advance-skincare-foundation-P479338?skuId=2514552,nars,light reflecting advanced skincare foundation,medium deep,normal,$52.00,https://www.sephora.com/productimages/sku/s2514552-main-zoom.jpg?imwidth=612
52,foundation,https://www.sephora.com/product/nars-light-reflecting-advance-skincare-foundation-P479338?skuId=2514461,nars,light reflecting advanced skincare foundation,deep,normal,$52.00,https://www.sephora.com/productimages/sku/s2514461-main-zoom.jpg?imwidth=612
53,foundation,https://www.sephora.com/product/nars-light-reflecting-advance-skincare-foundation-P479338?skuId=2550481,nars,light reflecting advanced skincare foundation,extra deep,normal,$52.00,https://www.sephora.com/productimages/sku/s2550481-main-zoom.jpg?imwidth=612
54,foundation,https://www.sephora.com/product/urban-decay-face-bond-self-setting-waterproof-foundation-P509419?skuId=2741684,urban decay,face bond self setting waterproof foundation,very light,"normal, combination, and oily",$40.00,https://www.sephora.com/productimages/sku/s2741684-main-zoom.jpg?imwidth=612
55,foundation,https://www.sephora.com/product/urban-decay-face-bond-self-setting-waterproof-foundation-P509419?skuId=2741833,urban decay,face bond self setting waterproof foundation,light,"normal, combination, and oily",$40.00,https://www.sephora.com/productimages/sku/s2741734-main-zoom.jpg?imwidth=612
56,foundation,https://www.sephora.com/product/urban-decay-face-bond-self-setting-waterproof-foundation-P509419?skuId=2741833,urban decay,face bond self setting waterproof foundation,medium,"normal, combination, and oily",$40.00,https://www.sephora.com/productimages/sku/s2741833-main-zoom.jpg?imwidth=612
57,foundation,https://www.sephora.com/product/urban-decay-face-bond-self-setting-waterproof-foundation-P509419?skuId=2741916,urban decay,face bond self setting waterproof foundation,medium deep,"normal, combination, and oily",$40.00,https://www.sephora.com/productimages/sku/s2741916-main-zoom.jpg?imwidth=612
58,foundation,https://www.sephora.com/product/urban-decay-face-bond-self-setting-waterproof-foundation-P509419?skuId=2741999,urban decay,face bond self setting waterproof foundation,deep,"normal, combination, and oily",$40.00,https://www.sephora.com/productimages/sku/s2741999-main-zoom.jpg?imwidth=612
59,foundation,https://www.sephora.com/product/urban-decay-face-bond-self-setting-waterproof-foundation-P509419?skuId=2742047,urban decay,face bond self setting waterproof foundation,extra deep,"normal, combination, and oily",$40.00,https://www.sephora.com/productimages/sku/s2742047-main-zoom.jpg?imwidth=612
60,foundation,https://www.sephora.com/product/prada-beauty-reveal-skin-optimizing-refillable-soft-matte-foundation-P509693?skuId=2754323,prada beauty,reveal skin-optimizing refillable soft matte foundation,very light,normal,$70.00,https://www.sephora.com/productimages/sku/s2754323-main-zoom.jpg?imwidth=612
61,foundation,https://www.sephora.com/product/prada-beauty-reveal-skin-optimizing-refillable-soft-matte-foundation-P509693?skuId=2754349,prada beauty,reveal skin-optimizing refillable soft matte foundation,light,normal,$70.00,https://www.sephora.com/productimages/sku/s2754349-main-zoom.jpg?imwidth=612
62,foundation,https://www.sephora.com/product/prada-beauty-reveal-skin-optimizing-refillable-soft-matte-foundation-P509693?skuId=2754448,prada beauty,reveal skin-optimizing refillable soft matte foundation,medium,normal,$70.00,https://www.sephora.com/productimages/sku/s2754448-main-zoom.jpg?imwidth=612
63,foundation,https://www.sephora.com/product/prada-beauty-reveal-skin-optimizing-refillable-soft-matte-foundation-P509693?skuId=2754521,prada beauty,reveal skin-optimizing refillable soft matte foundation,medium deep,normal,$70.00,https://www.sephora.com/productimages/sku/s2754521-main-zoom.jpg?imwidth=612
64,foundation,https://www.sephora.com/product/prada-beauty-reveal-skin-optimizing-refillable-soft-matte-foundation-P509693?skuId=2754208,prada beauty,reveal skin-optimizing refillable soft matte foundation,deep,normal,$70.00,https://www.sephora.com/productimages/sku/s2754208-main-zoom.jpg?imwidth=612
65,foundation,https://www.sephora.com/product/prada-beauty-reveal-skin-optimizing-refillable-soft-matte-foundation-P509693?skuId=2754257,prada beauty,reveal skin-optimizing refillable soft matte foundation,extra deep,normal,$70.00,https://www.sephora.com/productimages/sku/s2754257-main-zoom.jpg?imwidth=612
66,foundation,https://www.sephora.com/product/rare-beauty-by-selena-gomez-liquid-touch-weightless-foundation-P49848448?skuId=2354124,rare beauty by selena gomez,liquid touch weightless foundation,very light,normal and combination,$15.00,https://www.sephora.com/productimages/sku/s2354124-main-zoom.jpg?imwidth=612
67,foundation,https://www.sephora.com/product/rare-beauty-by-selena-gomez-liquid-touch-weightless-foundation-P49848448?skuId=2361178,rare beauty by selena gomez,liquid touch weightless foundation,light,normal and combination,$15.00,https://www.sephora.com/productimages/sku/s2361178-main-zoom.jpg?imwidth=612
68,foundation,https://www.sephora.com/product/rare-beauty-by-selena-gomez-liquid-touch-weightless-foundation-P49848448?skuId=2361244,rare beauty by selena gomez,liquid touch weightless foundation,medium,normal and combination,$15.00,https://www.sephora.com/productimages/sku/s2361244-main-zoom.jpg?imwidth=612
69,foundation,https://www.sephora.com/product/rare-beauty-by-selena-gomez-liquid-touch-weightless-foundation-P49848448?skuId=2361400,rare beauty by selena gomez,liquid touch weightless foundation,medium deep,normal and combination,$15.00,https://www.sephora.com/productimages/sku/s2361400-main-zoom.jpg?imwidth=612
70,foundation,https://www.sephora.com/product/rare-beauty-by-selena-gomez-liquid-touch-weightless-foundation-P49848448?skuId=2361533,rare beauty by selena gomez,liquid touch weightless foundation,deep,normal and combination,$15.00,https://www.sephora.com/productimages/sku/s2361533-main-zoom.jpg?imwidth=612
71,foundation,https://www.sephora.com/product/rare-beauty-by-selena-gomez-liquid-touch-weightless-foundation-P49848448?skuId=2361590,rare beauty by selena gomez,liquid touch weightless foundation,extra deep,normal and combination,$15.00,https://www.sephora.com/productimages/sku/s2361590-main-zoom.jpg?imwidth=612
72,foundation,https://www.sephora.com/product/weightless-skin-oil-controlling-foundation-spf-15-with-hyaluronic-acid-P512885?skuId=2798635,bobbi brown,weightless skin oil-controlling foundation spf 15 with hyaluronic acid,very light,normal,$57.00,https://www.sephora.com/productimages/sku/s2798635-main-zoom.jpg?imwidth=612
73,foundation,https://www.sephora.com/product/weightless-skin-oil-controlling-foundation-spf-15-with-hyaluronic-acid-P512885?skuId=2798502,bobbi brown,weightless skin oil-controlling foundation spf 15 with hyaluronic acid,light,normal,$57.00,https://www.sephora.com/productimages/sku/s2798502-main-zoom.jpg?imwidth=612
74,foundation,https://www.sephora.com/product/weightless-skin-oil-controlling-foundation-spf-15-with-hyaluronic-acid-P512885?skuId=2798387,bobbi brown,weightless skin oil-controlling foundation spf 15 with hyaluronic acid,medium,normal,$57.00,https://www.sephora.com/productimages/sku/s2798387-main-zoom.jpg?imwidth=612
75,foundation,https://www.sephora.com/product/weightless-skin-oil-controlling-foundation-spf-15-with-hyaluronic-acid-P512885?skuId=2798452,bobbi brown,weightless skin oil-controlling foundation spf 15 with hyaluronic acid,medium deep,normal,$57.00,https://www.sephora.com/productimages/sku/s2798452-main-zoom.jpg?imwidth=612
76,foundation,https://www.sephora.com/product/weightless-skin-oil-controlling-foundation-spf-15-with-hyaluronic-acid-P512885?skuId=2798486,bobbi brown,weightless skin oil-controlling foundation spf 15 with hyaluronic acid,deep,normal,$57.00,https://www.sephora.com/productimages/sku/s2798486-main-zoom.jpg?imwidth=612
77,foundation,https://www.sephora.com/product/weightless-skin-oil-controlling-foundation-spf-15-with-hyaluronic-acid-P512885?skuId=2798627,bobbi brown,weightless skin oil-controlling foundation spf 15 with hyaluronic acid,extra deep,normal,$57.00,https://www.sephora.com/productimages/sku/s2798627-main-zoom.jpg?imwidth=612
78,foundation,https://www.sephora.com/product/double-wear-stay-in-place-makeup-P378284?skuId=2112183,estée lauder,double wear stay-in-place foundation,very light,combination and oily,$52.00,https://www.sephora.com/productimages/sku/s2112183-main-zoom.jpg?imwidth=612
79,foundation,https://www.sephora.com/product/double-wear-stay-in-place-makeup-P378284?skuId=1465186,estée lauder,double wear stay-in-place foundation,light,combination and oily,$52.00,https://www.sephora.com/productimages/sku/s1465186-main-zoom.jpg?imwidth=612
80,foundation,https://www.sephora.com/product/double-wear-stay-in-place-makeup-P378284?skuId=1465160,estée lauder,double wear stay-in-place foundation,medium,combination and oily,$52.00,https://www.sephora.com/productimages/sku/s1465160-main-zoom.jpg?imwidth=612
81,foundation,https://www.sephora.com/product/double-wear-stay-in-place-makeup-P378284?skuId=1465251,estée lauder,double wear stay-in-place foundation,medium deep,combination and oily,$52.00,https://www.sephora.com/productimages/sku/s1465251-main-zoom.jpg?imwidth=612
82,foundation,https://www.sephora.com/product/double-wear-stay-in-place-makeup-P378284?skuId=1465236,estée lauder,double wear stay-in-place foundation,deep,combination and oily,$52.00,https://www.sephora.com/productimages/sku/s1465236-main-zoom.jpg?imwidth=612
